====================================================================================================================================================================================
DEGRADED DATA EXPERIMENT - FULL RESULTS
Win comparison: Traffic vs GNN only  (Shortest path and Classifier are recorded but NOT included in wins/losses)
Date: 20260514_215944
Routes: 20, Scenarios: 6, Levels: 12
Runs per level: 120
====================================================================================================================================================================================

SUMMARY BY DEGRADATION LEVEL
(Wins = Traffic vs GNN comparison only; Ties = within 2-second threshold)

   Level |   GNN W | Traffic | Ties |  Win % |      Avg Times |        Δ |    Impr | Compute Times
  ------------------------------------------------------------------------------------------------------------------------
   minor |  35/119 |  20/119 |  64 |   29.4% | T: 881.1s G: 869.7s | Δ:  29.4s |    +1.3% | T:0.082s G:0.514s
     90% |   6/119 |  65/119 |  48 |    5.0% | T: 843.4s G: 876.9s | Δ:  34.1s |    +3.8% | T:0.093s G:0.523s
     80% |  15/119 |  61/119 |  43 |   12.6% | T: 847.7s G: 877.9s | Δ:  35.6s |    +3.4% | T:0.095s G:0.516s
     70% |  13/119 |  65/119 |  41 |   10.9% | T: 854.0s G: 888.3s | Δ:  41.1s |    +3.9% | T:0.095s G:0.530s
     60% |  20/119 |  63/119 |  36 |   16.8% | T: 861.6s G: 892.5s | Δ:  40.6s |    +3.5% | T:0.089s G:0.484s
     50% |  33/119 |  51/119 |  35 |   27.7% | T: 871.9s G: 895.8s | Δ:  43.7s |    +2.7% | T:0.088s G:0.485s
     40% |  39/119 |  50/119 |  30 |   32.8% | T: 891.9s G: 901.7s | Δ:  48.8s |    +1.1% | T:0.087s G:0.480s
     30% |  41/119 |  49/119 |  29 |   34.5% | T: 893.7s G: 900.6s | Δ:  43.3s |    +0.8% | T:0.086s G:0.483s
     20% |  45/119 |  44/119 |  30 |   37.8% | T: 922.4s G: 916.8s | Δ:  73.8s |    +0.6% | T:0.087s G:0.497s
     10% |  52/119 |  45/119 |  22 |   43.7% | T: 944.8s G: 944.7s | Δ:  72.4s |    +0.0% | T:0.092s G:0.518s
      5% |  62/119 |  35/119 |  22 |   52.1% | T: 967.8s G: 939.5s | Δ:  73.2s |    +2.9% | T:0.085s G:0.499s
      0% |  47/119 |  40/119 |  32 |   39.5% | T: 961.7s G: 955.4s | Δ:  34.6s |    +0.7% | T:0.081s G:0.494s


DETAILED RESULTS (per route)
   Level | Route                          | Scenario                            | Dist(km) |    Winner | Short(s)  Traf(s)   GNN(s)   Cls(s)
     10% | Old Town loop                  | Normal traffic                      |     1.53 |       TIE |      333      328      328      328
     10% | Gediminas Ave                  | Normal traffic                      |     1.08 |       GNN |      237      249      237      234
     10% | Station to centre              | Normal traffic                      |     1.69 |       TIE |      453      457      457      421
     10% | Uzupis internal                | Normal traffic                      |     2.14 |       TIE |      368      368      368      368
     10% | Zirmunai to Naujamiestis       | Normal traffic                      |     5.68 |       GNN |     1053     1023      895     1091
     10% | Antakalnis to centre           | Normal traffic                      |     3.93 |       TIE |      673      652      652      756
     10% | Seskine to Old Town            | Normal traffic                      |     6.05 |       GNN |      759      818      756      779
     10% | Karoliniskes to Uzupis         | Normal traffic                      |     7.56 |       GNN |     1114     1116     1088     1161
     10% | Justiniskes to centre          | Normal traffic                      |     6.61 |   TRAFFIC |      785      801      807      808
     10% | Fabijoniskes to river          | Normal traffic                      |     6.13 |       GNN |      669      735      669     1039
     10% | West to East                   | Normal traffic                      |    13.05 |   TRAFFIC |     1523     1457     1554     1707
     10% | North to South                 | Normal traffic                      |    11.58 |   TRAFFIC |     1221      880      950     1107
     10% | Pilaite to Pasilaiciai         | Normal traffic                      |     9.88 |       GNN |      929      937      929     1108
     10% | Lazdynai to Antakalnis         | Normal traffic                      |    10.11 |       TIE |     1404     1116     1115     1220
     10% | Pilaite to Fabijoniskes        | Normal traffic                      |    10.76 |   TRAFFIC |     1030     1061     1085     1209
     10% | Lazdynai to Jeruzale           | Normal traffic                      |     9.79 |   TRAFFIC |     1078      862     1006     1035
     10% | South to Northeast             | Normal traffic                      |    11.13 |       GNN |     1716     1862     1717     1287
     10% | Ring road W to E               | Normal traffic                      |    16.35 |   TRAFFIC |     1920     1105     1115     1876
     10% | Grigiskes to Verkiai           | Normal traffic                      |    24.31 |   TRAFFIC |     1923     1736     1835     1855
     10% | Salininkai to Seskine          | Normal traffic                      |     9.30 |   TRAFFIC |     1079      793      812      741
     10% | Old Town loop                  | all bridges old town destroyed_optimistic |     1.53 |       TIE |      333      328      328      328
     10% | Gediminas Ave                  | all bridges old town destroyed_optimistic |     1.08 |   TRAFFIC |      237      234      237      234
     10% | Station to centre              | all bridges old town destroyed_optimistic |     1.69 |       TIE |      453      421      421      421
     10% | Uzupis internal                | all bridges old town destroyed_optimistic |     2.14 |       TIE |      368      368      368      368
     10% | Zirmunai to Naujamiestis       | all bridges old town destroyed_optimistic |     7.05 |       GNN |     1095     1228     1072     1335
     10% | Antakalnis to centre           | all bridges old town destroyed_optimistic |     6.43 |       TIE |     1045     1036     1036     1350
     10% | Seskine to Old Town            | all bridges old town destroyed_optimistic |     6.73 |       GNN |      892      916      878     1010
     10% | Karoliniskes to Uzupis         | all bridges old town destroyed_optimistic |     7.84 |   TRAFFIC |     1161     1161     1193     1165
     10% | Justiniskes to centre          | all bridges old town destroyed_optimistic |     7.18 |       GNN |      887      913      897      898
     10% | Fabijoniskes to river          | all bridges old town destroyed_optimistic |     6.13 |       GNN |      669      757      669     1039
     10% | West to East                   | all bridges old town destroyed_optimistic |    13.05 |       GNN |     1523     1730     1718     1707
     10% | North to South                 | all bridges old town destroyed_optimistic |    11.93 |       TIE |     1375     1307     1307     1500
     10% | Pilaite to Pasilaiciai         | all bridges old town destroyed_optimistic |     9.88 |       TIE |      929      929      929     1108
     10% | Lazdynai to Antakalnis         | all bridges old town destroyed_optimistic |    10.30 |       GNN |     1116     1171     1079     1031
     10% | Pilaite to Fabijoniskes        | all bridges old town destroyed_optimistic |    10.76 |       GNN |     1030     1154     1085     1209
     10% | Lazdynai to Jeruzale           | all bridges old town destroyed_optimistic |     9.79 |       TIE |     1078     1023     1023     1035
     10% | South to Northeast             | all bridges old town destroyed_optimistic |    11.29 |       GNN |     1657     1461     1369     1287
     10% | Ring road W to E               | all bridges old town destroyed_optimistic |    16.39 |   TRAFFIC |     1109     1105     1115     1115
     10% | Grigiskes to Verkiai           | all bridges old town destroyed_optimistic |    26.28 |       GNN |     2530     2581     2438     2402
     10% | Salininkai to Seskine          | all bridges old town destroyed_optimistic |    10.27 |       TIE |     1221     1221     1221     1118
     10% | Old Town loop                  | Car crashes in Lazdynai             |     1.53 |   TRAFFIC |      333      328      333      328
     10% | Gediminas Ave                  | Car crashes in Lazdynai             |     1.08 |       TIE |      237      237      237      234
     10% | Station to centre              | Car crashes in Lazdynai             |     1.69 |       GNN |      453      619      453      421
     10% | Uzupis internal                | Car crashes in Lazdynai             |     2.14 |       GNN |      368      449      368      368
     10% | Zirmunai to Naujamiestis       | Car crashes in Lazdynai             |     5.68 |   TRAFFIC |     1053     1025     1027     1091
     10% | Antakalnis to centre           | Car crashes in Lazdynai             |     3.93 |       GNN |      673      812      693      668
     10% | Seskine to Old Town            | Car crashes in Lazdynai             |     6.05 |       GNN |      759      779      741      779
     10% | Karoliniskes to Uzupis         | Car crashes in Lazdynai             |     7.56 |       GNN |     1114     1174     1059     1161
     10% | Justiniskes to centre          | Car crashes in Lazdynai             |     6.61 |       GNN |      785      818      744      808
     10% | Fabijoniskes to river          | Car crashes in Lazdynai             |     6.13 |       GNN |      669      735      669     1039
     10% | West to East                   | Car crashes in Lazdynai             |    13.05 |   TRAFFIC |     1523     1457     1523     1707
     10% | North to South                 | Car crashes in Lazdynai             |    11.58 |   TRAFFIC |     1221      880      950     1107
     10% | Pilaite to Pasilaiciai         | Car crashes in Lazdynai             |     9.88 |       TIE |      929      929      929     1108
     10% | Lazdynai to Antakalnis         | Car crashes in Lazdynai             |    10.11 |       GNN |     1404     1116     1084     1220
     10% | Pilaite to Fabijoniskes        | Car crashes in Lazdynai             |    10.76 |       GNN |     1030     1087     1085     1209
     10% | Lazdynai to Jeruzale           | Car crashes in Lazdynai             |     9.79 |   TRAFFIC |     1078     1014     1078     1035
     10% | South to Northeast             | Car crashes in Lazdynai             |    11.13 |   TRAFFIC |     1716     1072     1766     1287
     10% | Ring road W to E               | Car crashes in Lazdynai             |    16.35 |   TRAFFIC |     1920     1105     1271     1876
     10% | Grigiskes to Verkiai           | Car crashes in Lazdynai             |    24.31 |   TRAFFIC |     1923     1736     1835     1855
     10% | Salininkai to Seskine          | Car crashes in Lazdynai             |     9.30 |   TRAFFIC |     1079      793     1017      741
     10% | Old Town loop                  | Protest at seimas Closure on Gedimino pr. |     1.53 |       TIE |      333      328      328      328
     10% | Station to centre              | Protest at seimas Closure on Gedimino pr. |     1.69 |       TIE |      453      453      453      421
     10% | Uzupis internal                | Protest at seimas Closure on Gedimino pr. |     2.14 |       TIE |      368      368      368      368
     10% | Zirmunai to Naujamiestis       | Protest at seimas Closure on Gedimino pr. |     5.68 |   TRAFFIC |     1053     1021     1027     1091
     10% | Antakalnis to centre           | Protest at seimas Closure on Gedimino pr. |     3.93 |   TRAFFIC |      673      652      673      756
     10% | Seskine to Old Town            | Protest at seimas Closure on Gedimino pr. |     6.65 |   TRAFFIC |      952      959      974      939
     10% | Karoliniskes to Uzupis         | Protest at seimas Closure on Gedimino pr. |     8.49 |       GNN |     1361     1225     1061     1484
     10% | Justiniskes to centre          | Protest at seimas Closure on Gedimino pr. |     6.61 |       GNN |      785      771      730      808
     10% | Fabijoniskes to river          | Protest at seimas Closure on Gedimino pr. |     6.13 |       GNN |      669      735      669     1039
     10% | West to East                   | Protest at seimas Closure on Gedimino pr. |    13.05 |       GNN |     1523     1646     1584     1707
     10% | North to South                 | Protest at seimas Closure on Gedimino pr. |    11.58 |   TRAFFIC |     1221      880      950     1107
     10% | Pilaite to Pasilaiciai         | Protest at seimas Closure on Gedimino pr. |     9.88 |       GNN |      929     1002      929     1108
     10% | Lazdynai to Antakalnis         | Protest at seimas Closure on Gedimino pr. |    10.30 |       GNN |     1116     1116     1084     1031
     10% | Pilaite to Fabijoniskes        | Protest at seimas Closure on Gedimino pr. |    10.76 |       GNN |     1030     1087     1085     1209
     10% | Lazdynai to Jeruzale           | Protest at seimas Closure on Gedimino pr. |     9.79 |   TRAFFIC |     1078      838     1010     1035
     10% | South to Northeast             | Protest at seimas Closure on Gedimino pr. |    11.29 |       GNN |     1657     1287     1076     1287
     10% | Ring road W to E               | Protest at seimas Closure on Gedimino pr. |    16.39 |   TRAFFIC |     1109     1105     1115     1115
     10% | Grigiskes to Verkiai           | Protest at seimas Closure on Gedimino pr. |    24.31 |   TRAFFIC |     1923     1779     1842     1855
     10% | Salininkai to Seskine          | Protest at seimas Closure on Gedimino pr. |     9.30 |   TRAFFIC |     1079      730     1018      741
     10% | Old Town loop                  | Shopping spree at Ozas while Ukmerges g. has construction |     1.53 |   TRAFFIC |      333      328      333      328
     10% | Gediminas Ave                  | Shopping spree at Ozas while Ukmerges g. has construction |     1.08 |   TRAFFIC |      237      234      237      234
     10% | Station to centre              | Shopping spree at Ozas while Ukmerges g. has construction |     1.69 |       TIE |      453      453      453      421
     10% | Uzupis internal                | Shopping spree at Ozas while Ukmerges g. has construction |     2.14 |       TIE |      368      368      368      368
     10% | Zirmunai to Naujamiestis       | Shopping spree at Ozas while Ukmerges g. has construction |     5.68 |       GNN |     1053      927      922     1091
     10% | Antakalnis to centre           | Shopping spree at Ozas while Ukmerges g. has construction |     3.93 |   TRAFFIC |      673      650      652      756
     10% | Seskine to Old Town            | Shopping spree at Ozas while Ukmerges g. has construction |     6.05 |       GNN |      759      960      741      779
     10% | Karoliniskes to Uzupis         | Shopping spree at Ozas while Ukmerges g. has construction |     7.56 |       GNN |     1114     1170     1083     1161
     10% | Justiniskes to centre          | Shopping spree at Ozas while Ukmerges g. has construction |     6.61 |   TRAFFIC |      785      801      807      808
     10% | Fabijoniskes to river          | Shopping spree at Ozas while Ukmerges g. has construction |     6.13 |       GNN |      669      735      669     1039
     10% | West to East                   | Shopping spree at Ozas while Ukmerges g. has construction |    13.05 |       GNN |     1523     1737     1659     1707
     10% | North to South                 | Shopping spree at Ozas while Ukmerges g. has construction |    11.58 |   TRAFFIC |     1221      880      950     1107
     10% | Pilaite to Pasilaiciai         | Shopping spree at Ozas while Ukmerges g. has construction |     9.88 |       GNN |      929     1002      929     1108
     10% | Lazdynai to Antakalnis         | Shopping spree at Ozas while Ukmerges g. has construction |    10.11 |       GNN |     1404     1170     1084     1220
     10% | Pilaite to Fabijoniskes        | Shopping spree at Ozas while Ukmerges g. has construction |    10.76 |       GNN |     1030     1087     1085     1209
     10% | Lazdynai to Jeruzale           | Shopping spree at Ozas while Ukmerges g. has construction |     9.79 |   TRAFFIC |     1078      838     1033     1035
     10% | South to Northeast             | Shopping spree at Ozas while Ukmerges g. has construction |    11.13 |   TRAFFIC |     1716     1072     1181     1287
     10% | Ring road W to E               | Shopping spree at Ozas while Ukmerges g. has construction |    16.35 |   TRAFFIC |     1920     1105     1168     1876
     10% | Grigiskes to Verkiai           | Shopping spree at Ozas while Ukmerges g. has construction |    24.31 |       GNN |     1923     2125     1842     1855
     10% | Salininkai to Seskine          | Shopping spree at Ozas while Ukmerges g. has construction |     9.30 |   TRAFFIC |     1079      730      839      741
     10% | Old Town loop                  | Vingis park concert congestions + road closure |     1.53 |   TRAFFIC |      333      328      333      328
     10% | Gediminas Ave                  | Vingis park concert congestions + road closure |     1.08 |       GNN |      237      318      234      234
     10% | Station to centre              | Vingis park concert congestions + road closure |     1.69 |       TIE |      453      453      453      421
     10% | Uzupis internal                | Vingis park concert congestions + road closure |     2.14 |       TIE |      368      368      368      368
     10% | Zirmunai to Naujamiestis       | Vingis park concert congestions + road closure |     5.68 |   TRAFFIC |     1053      852     1000     1091
     10% | Antakalnis to centre           | Vingis park concert congestions + road closure |     3.93 |       GNN |      673      652      650      668
     10% | Seskine to Old Town            | Vingis park concert congestions + road closure |     6.05 |       GNN |      759      805      762      779
     10% | Karoliniskes to Uzupis         | Vingis park concert congestions + road closure |     7.56 |       GNN |     1114     1116     1053     1161
     10% | Justiniskes to centre          | Vingis park concert congestions + road closure |     6.61 |       GNN |      785      889      807      808
     10% | Fabijoniskes to river          | Vingis park concert congestions + road closure |     6.13 |       GNN |      669      922      690     1039
     10% | West to East                   | Vingis park concert congestions + road closure |    13.05 |   TRAFFIC |     1523     1463     1593     1707
     10% | North to South                 | Vingis park concert congestions + road closure |    11.58 |   TRAFFIC |     1221      880      950     1107
     10% | Pilaite to Pasilaiciai         | Vingis park concert congestions + road closure |     9.88 |       GNN |      929     1171      929      929
     10% | Lazdynai to Antakalnis         | Vingis park concert congestions + road closure |    10.11 |       GNN |     1404     1113     1084     1220
     10% | Pilaite to Fabijoniskes        | Vingis park concert congestions + road closure |    10.76 |       GNN |     1030     1168     1085     1209
     10% | Lazdynai to Jeruzale           | Vingis park concert congestions + road closure |     9.79 |   TRAFFIC |     1078      925     1001     1035
     10% | South to Northeast             | Vingis park concert congestions + road closure |    11.13 |   TRAFFIC |     1716     1364     1784     1287
     10% | Ring road W to E               | Vingis park concert congestions + road closure |    16.35 |   TRAFFIC |     1920     1105     1158     1876
     10% | Grigiskes to Verkiai           | Vingis park concert congestions + road closure |    24.31 |       GNN |     1923     1890     1835     1855
     10% | Salininkai to Seskine          | Vingis park concert congestions + road closure |     9.30 |   TRAFFIC |     1079      730     1018      741
      5% | Old Town loop                  | Normal traffic                      |     1.53 |   TRAFFIC |      333      328      360      328
      5% | Gediminas Ave                  | Normal traffic                      |     1.08 |       TIE |      237      234      234      234
      5% | Station to centre              | Normal traffic                      |     1.69 |       TIE |      453      453      453      421
      5% | Uzupis internal                | Normal traffic                      |     2.14 |       TIE |      368      368      368      368
      5% | Zirmunai to Naujamiestis       | Normal traffic                      |     5.68 |       GNN |     1053     1116     1000     1091
      5% | Antakalnis to centre           | Normal traffic                      |     3.93 |       GNN |      673      857      673      756
      5% | Seskine to Old Town            | Normal traffic                      |     6.05 |       GNN |      759      784      762      779
      5% | Karoliniskes to Uzupis         | Normal traffic                      |     7.56 |       GNN |     1114     1116     1048     1161
      5% | Justiniskes to centre          | Normal traffic                      |     6.61 |       GNN |      785      771      730      808
      5% | Fabijoniskes to river          | Normal traffic                      |     6.13 |       GNN |      669      757      669     1039
      5% | West to East                   | Normal traffic                      |    13.05 |   TRAFFIC |     1523     1457     1523     1707
      5% | North to South                 | Normal traffic                      |    11.58 |   TRAFFIC |     1221      917      950     1107
      5% | Pilaite to Pasilaiciai         | Normal traffic                      |     9.88 |       GNN |      929     1002      929     1108
      5% | Lazdynai to Antakalnis         | Normal traffic                      |    10.11 |       GNN |     1404     1105     1084     1220
      5% | Pilaite to Fabijoniskes        | Normal traffic                      |    10.76 |       GNN |     1030     1154     1085     1209
      5% | Lazdynai to Jeruzale           | Normal traffic                      |     9.79 |       TIE |     1078     1001     1001     1035
      5% | South to Northeast             | Normal traffic                      |    11.13 |       GNN |     1716     1461     1181     1287
      5% | Ring road W to E               | Normal traffic                      |    16.35 |   TRAFFIC |     1920     1105     1271     1876
      5% | Grigiskes to Verkiai           | Normal traffic                      |    24.31 |   TRAFFIC |     1923     1736     1835     1855
      5% | Salininkai to Seskine          | Normal traffic                      |     9.30 |   TRAFFIC |     1079      984     1099      741
      5% | Old Town loop                  | all bridges old town destroyed_optimistic |     1.53 |   TRAFFIC |      333      328      333      328
      5% | Gediminas Ave                  | all bridges old town destroyed_optimistic |     1.08 |       TIE |      237      234      234      234
      5% | Station to centre              | all bridges old town destroyed_optimistic |     1.69 |       TIE |      453      453      453      421
      5% | Uzupis internal                | all bridges old town destroyed_optimistic |     2.14 |       TIE |      368      368      368      368
      5% | Zirmunai to Naujamiestis       | all bridges old town destroyed_optimistic |     7.05 |   TRAFFIC |     1095     1010     1091     1335
      5% | Antakalnis to centre           | all bridges old town destroyed_optimistic |     6.43 |   TRAFFIC |     1045     1025     1045     1350
      5% | Seskine to Old Town            | all bridges old town destroyed_optimistic |     6.73 |       GNN |      892     1051      892     1010
      5% | Karoliniskes to Uzupis         | all bridges old town destroyed_optimistic |     7.84 |       GNN |     1161     1213     1156     1165
      5% | Justiniskes to centre          | all bridges old town destroyed_optimistic |     7.18 |       GNN |      887      913      897      898
      5% | Fabijoniskes to river          | all bridges old town destroyed_optimistic |     6.13 |       GNN |      669      735      690     1039
      5% | West to East                   | all bridges old town destroyed_optimistic |    13.05 |       GNN |     1523     1556     1523     1707
      5% | North to South                 | all bridges old town destroyed_optimistic |    11.93 |       GNN |     1375     1376     1307     1500
      5% | Pilaite to Pasilaiciai         | all bridges old town destroyed_optimistic |     9.88 |       GNN |      929     1002      929     1108
      5% | Lazdynai to Antakalnis         | all bridges old town destroyed_optimistic |    10.30 |       GNN |     1116     1105     1079     1031
      5% | Pilaite to Fabijoniskes        | all bridges old town destroyed_optimistic |    10.76 |       GNN |     1030     1087     1085     1209
      5% | Lazdynai to Jeruzale           | all bridges old town destroyed_optimistic |     9.79 |       TIE |     1078     1001     1001     1035
      5% | South to Northeast             | all bridges old town destroyed_optimistic |    11.29 |       TIE |     1657     1461     1461     1287
      5% | Ring road W to E               | all bridges old town destroyed_optimistic |    16.39 |   TRAFFIC |     1109     1105     1115     1115
      5% | Grigiskes to Verkiai           | all bridges old town destroyed_optimistic |    26.28 |       GNN |     2530     2549     2366     2402
      5% | Salininkai to Seskine          | all bridges old town destroyed_optimistic |    10.27 |       TIE |     1221     1221     1221     1118
      5% | Old Town loop                  | Car crashes in Lazdynai             |     1.53 |       TIE |      333      328      328      328
      5% | Gediminas Ave                  | Car crashes in Lazdynai             |     1.08 |   TRAFFIC |      237      234      237      234
      5% | Station to centre              | Car crashes in Lazdynai             |     1.69 |       GNN |      453      619      516      421
      5% | Uzupis internal                | Car crashes in Lazdynai             |     2.14 |       TIE |      368      368      368      368
      5% | Zirmunai to Naujamiestis       | Car crashes in Lazdynai             |     5.68 |       GNN |     1053      982      954     1091
      5% | Antakalnis to centre           | Car crashes in Lazdynai             |     3.93 |   TRAFFIC |      673      650      693      756
      5% | Seskine to Old Town            | Car crashes in Lazdynai             |     6.05 |       GNN |      759      784      741      779
      5% | Karoliniskes to Uzupis         | Car crashes in Lazdynai             |     7.56 |       GNN |     1114     1116     1059     1161
      5% | Justiniskes to centre          | Car crashes in Lazdynai             |     6.61 |       GNN |      785      751      730      808
      5% | Fabijoniskes to river          | Car crashes in Lazdynai             |     6.13 |       GNN |      669      757      669     1039
      5% | West to East                   | Car crashes in Lazdynai             |    13.05 |   TRAFFIC |     1523     1457     1525     1707
      5% | North to South                 | Car crashes in Lazdynai             |    11.58 |   TRAFFIC |     1221      880      950     1107
      5% | Pilaite to Pasilaiciai         | Car crashes in Lazdynai             |     9.88 |       GNN |      929     1002      929     1108
      5% | Lazdynai to Antakalnis         | Car crashes in Lazdynai             |    10.11 |       GNN |     1404     1116     1084     1220
      5% | Pilaite to Fabijoniskes        | Car crashes in Lazdynai             |    10.76 |       GNN |     1030     1203     1085     1209
      5% | Lazdynai to Jeruzale           | Car crashes in Lazdynai             |     9.79 |   TRAFFIC |     1078      862     1001     1035
      5% | South to Northeast             | Car crashes in Lazdynai             |    11.13 |   TRAFFIC |     1716     1181     1804     1287
      5% | Ring road W to E               | Car crashes in Lazdynai             |    16.35 |   TRAFFIC |     1920     1105     1115     1876
      5% | Grigiskes to Verkiai           | Car crashes in Lazdynai             |    24.31 |   TRAFFIC |     1923     1799     1835     1855
      5% | Salininkai to Seskine          | Car crashes in Lazdynai             |     9.30 |       GNN |     1079     1177     1104      741
      5% | Old Town loop                  | Protest at seimas Closure on Gedimino pr. |     1.53 |   TRAFFIC |      333      328      333      328
      5% | Station to centre              | Protest at seimas Closure on Gedimino pr. |     1.69 |       GNN |      453      619      453      421
      5% | Uzupis internal                | Protest at seimas Closure on Gedimino pr. |     2.14 |       TIE |      368      368      368      368
      5% | Zirmunai to Naujamiestis       | Protest at seimas Closure on Gedimino pr. |     5.68 |       GNN |     1053     1025      899     1091
      5% | Antakalnis to centre           | Protest at seimas Closure on Gedimino pr. |     3.93 |       GNN |      673      812      693      756
      5% | Seskine to Old Town            | Protest at seimas Closure on Gedimino pr. |     6.65 |       TIE |      952      952      952      939
      5% | Karoliniskes to Uzupis         | Protest at seimas Closure on Gedimino pr. |     8.49 |       GNN |     1361     1347     1068     1484
      5% | Justiniskes to centre          | Protest at seimas Closure on Gedimino pr. |     6.61 |       GNN |      785      801      744      808
      5% | Fabijoniskes to river          | Protest at seimas Closure on Gedimino pr. |     6.13 |       GNN |      669      758      691     1039
      5% | West to East                   | Protest at seimas Closure on Gedimino pr. |    13.05 |       GNN |     1523     1556     1523     1707
      5% | North to South                 | Protest at seimas Closure on Gedimino pr. |    11.58 |   TRAFFIC |     1221      880      950     1107
      5% | Pilaite to Pasilaiciai         | Protest at seimas Closure on Gedimino pr. |     9.88 |       TIE |      929      929      929     1108
      5% | Lazdynai to Antakalnis         | Protest at seimas Closure on Gedimino pr. |    10.30 |       GNN |     1116     1313     1079     1031
      5% | Pilaite to Fabijoniskes        | Protest at seimas Closure on Gedimino pr. |    10.76 |       GNN |     1030     1087     1085     1209
      5% | Lazdynai to Jeruzale           | Protest at seimas Closure on Gedimino pr. |     9.79 |   TRAFFIC |     1078     1014     1047     1035
      5% | South to Northeast             | Protest at seimas Closure on Gedimino pr. |    11.29 |       GNN |     1657     1468     1369     1287
      5% | Ring road W to E               | Protest at seimas Closure on Gedimino pr. |    16.39 |   TRAFFIC |     1109     1105     1115     1115
      5% | Grigiskes to Verkiai           | Protest at seimas Closure on Gedimino pr. |    24.31 |   TRAFFIC |     1923     1736     1835     1855
      5% | Salininkai to Seskine          | Protest at seimas Closure on Gedimino pr. |     9.30 |   TRAFFIC |     1079      793     1099      741
      5% | Old Town loop                  | Shopping spree at Ozas while Ukmerges g. has construction |     1.53 |   TRAFFIC |      333      328      333      328
      5% | Gediminas Ave                  | Shopping spree at Ozas while Ukmerges g. has construction |     1.08 |   TRAFFIC |      237      234      237      234
      5% | Station to centre              | Shopping spree at Ozas while Ukmerges g. has construction |     1.69 |       TIE |      453      453      453      421
      5% | Uzupis internal                | Shopping spree at Ozas while Ukmerges g. has construction |     2.14 |       TIE |      368      368      368      368
      5% | Zirmunai to Naujamiestis       | Shopping spree at Ozas while Ukmerges g. has construction |     5.68 |       GNN |     1053      982      958     1091
      5% | Antakalnis to centre           | Shopping spree at Ozas while Ukmerges g. has construction |     3.93 |       GNN |      673      652      650      756
      5% | Seskine to Old Town            | Shopping spree at Ozas while Ukmerges g. has construction |     6.05 |       GNN |      759      818      741      779
      5% | Karoliniskes to Uzupis         | Shopping spree at Ozas while Ukmerges g. has construction |     7.56 |   TRAFFIC |     1114     1056     1076     1161
      5% | Justiniskes to centre          | Shopping spree at Ozas while Ukmerges g. has construction |     6.61 |       GNN |      785      801      785      808
      5% | Fabijoniskes to river          | Shopping spree at Ozas while Ukmerges g. has construction |     6.13 |       GNN |      669      794      669     1039
      5% | West to East                   | Shopping spree at Ozas while Ukmerges g. has construction |    13.05 |       GNN |     1523     1556     1523     1707
      5% | North to South                 | Shopping spree at Ozas while Ukmerges g. has construction |    11.58 |   TRAFFIC |     1221      880      950     1107
      5% | Pilaite to Pasilaiciai         | Shopping spree at Ozas while Ukmerges g. has construction |     9.88 |       GNN |      929     1118      929     1108
      5% | Lazdynai to Antakalnis         | Shopping spree at Ozas while Ukmerges g. has construction |    10.11 |       GNN |     1404     1500     1079     1220
      5% | Pilaite to Fabijoniskes        | Shopping spree at Ozas while Ukmerges g. has construction |    10.76 |       GNN |     1030     1087     1085     1209
      5% | Lazdynai to Jeruzale           | Shopping spree at Ozas while Ukmerges g. has construction |     9.79 |       TIE |     1078     1001     1001     1035
      5% | South to Northeast             | Shopping spree at Ozas while Ukmerges g. has construction |    11.13 |       GNN |     1716     1871     1364     1287
      5% | Ring road W to E               | Shopping spree at Ozas while Ukmerges g. has construction |    16.35 |   TRAFFIC |     1920     1105     1115     1876
      5% | Grigiskes to Verkiai           | Shopping spree at Ozas while Ukmerges g. has construction |    24.31 |       GNN |     1923     2054     1842     1855
      5% | Salininkai to Seskine          | Shopping spree at Ozas while Ukmerges g. has construction |     9.30 |       GNN |     1079      984      839      741
      5% | Old Town loop                  | Vingis park concert congestions + road closure |     1.53 |       TIE |      333      328      328      328
      5% | Gediminas Ave                  | Vingis park concert congestions + road closure |     1.08 |       GNN |      237      249      237      234
      5% | Station to centre              | Vingis park concert congestions + road closure |     1.69 |       TIE |      453      453      453      421
      5% | Uzupis internal                | Vingis park concert congestions + road closure |     2.14 |       TIE |      368      368      368      368
      5% | Zirmunai to Naujamiestis       | Vingis park concert congestions + road closure |     5.68 |       GNN |     1053     1021      895     1091
      5% | Antakalnis to centre           | Vingis park concert congestions + road closure |     3.93 |   TRAFFIC |      673      598      693      756
      5% | Seskine to Old Town            | Vingis park concert congestions + road closure |     6.05 |       GNN |      759      932      741      779
      5% | Karoliniskes to Uzupis         | Vingis park concert congestions + road closure |     7.56 |       GNN |     1114     1116     1051     1161
      5% | Justiniskes to centre          | Vingis park concert congestions + road closure |     6.61 |   TRAFFIC |      785      801      807      808
      5% | Fabijoniskes to river          | Vingis park concert congestions + road closure |     6.13 |       GNN |      669      757      669     1039
      5% | West to East                   | Vingis park concert congestions + road closure |    13.05 |       GNN |     1523     1746     1656     1707
      5% | North to South                 | Vingis park concert congestions + road closure |    11.58 |   TRAFFIC |     1221      880      950     1107
      5% | Pilaite to Pasilaiciai         | Vingis park concert congestions + road closure |     9.88 |       GNN |      929     1002      929     1108
      5% | Lazdynai to Antakalnis         | Vingis park concert congestions + road closure |    10.11 |       GNN |     1404     1106     1068     1220
