data_level,route,scenario,is_crisis,route_distance_km,avg_route_duration_minutes,time_shortest_s,time_traffic_s,time_gnn_s,time_classifier_s,compute_time_shortest_s,compute_time_traffic_s,compute_time_gnn_s,compute_time_classifier_s,winner,seed
5,Ring road W to E,Protest at seimas Closure on Gedimino pr.,True,16.39,18.45,1109,1105,1115,1115,0.045,0.079,0.527,0.36,TRAFFIC,80057418
5,Grigiskes to Verkiai,Protest at seimas Closure on Gedimino pr.,True,24.31,30.49,1923,1736,1835,1855,0.058,0.087,0.574,0.308,TRAFFIC,79969818
5,Salininkai to Seskine,Protest at seimas Closure on Gedimino pr.,True,9.3,15.6,1079,793,1099,741,0.029,0.069,0.535,0.32,TRAFFIC,79912418
5,Old Town loop,Shopping spree at Ozas while Ukmerges g. has construction,True,1.53,5.51,333,328,333,328,0.032,0.076,0.577,0.083,TRAFFIC,79977189
5,Gediminas Ave,Shopping spree at Ozas while Ukmerges g. has construction,True,1.08,3.92,237,234,237,234,0.025,0.065,0.511,0.115,TRAFFIC,79965189
5,Station to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,1.69,7.55,453,453,453,421,0.028,0.064,0.512,0.118,TIE,79960389
5,Uzupis internal,Shopping spree at Ozas while Ukmerges g. has construction,True,2.14,6.13,368,368,368,368,0.041,0.072,0.48,0.08,TIE,79988389
5,Zirmunai to Naujamiestis,Shopping spree at Ozas while Ukmerges g. has construction,True,5.68,16.96,1053,982,958,1091,0.032,0.077,0.507,0.305,GNN,79983289
5,Antakalnis to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,3.93,11.04,673,652,650,756,0.025,0.213,0.482,0.174,GNN,79992689
5,Seskine to Old Town,Shopping spree at Ozas while Ukmerges g. has construction,True,6.05,13.14,759,818,741,779,0.043,0.084,0.579,0.283,GNN,80003189
5,Karoliniskes to Uzupis,Shopping spree at Ozas while Ukmerges g. has construction,True,7.56,18.08,1114,1056,1076,1161,0.03,0.078,0.497,0.289,TRAFFIC,79989989
5,Justiniskes to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,6.61,13.22,785,801,785,808,0.028,0.082,0.459,0.291,GNN,80005289
5,Fabijoniskes to river,Shopping spree at Ozas while Ukmerges g. has construction,True,6.13,12.19,669,794,669,1039,0.034,0.083,0.489,0.324,GNN,80021389
5,West to East,Shopping spree at Ozas while Ukmerges g. has construction,True,13.05,25.66,1523,1556,1523,1707,0.032,0.091,0.581,0.33,GNN,80049389
5,North to South,Shopping spree at Ozas while Ukmerges g. has construction,True,11.58,17.51,1221,880,950,1107,0.038,0.076,0.566,0.303,TRAFFIC,80024389
5,Pilaite to Pasilaiciai,Shopping spree at Ozas while Ukmerges g. has construction,True,9.88,17.06,929,1118,929,1108,0.032,0.071,0.498,0.295,GNN,79989389
5,Lazdynai to Antakalnis,Shopping spree at Ozas while Ukmerges g. has construction,True,10.11,24.2,1404,1500,1079,1220,0.036,0.074,0.51,0.321,GNN,80004589
5,Pilaite to Fabijoniskes,Shopping spree at Ozas while Ukmerges g. has construction,True,10.76,17.64,1030,1087,1085,1209,0.03,0.084,0.559,0.302,GNN,79994389
5,Lazdynai to Jeruzale,Shopping spree at Ozas while Ukmerges g. has construction,True,9.79,17.32,1078,1001,1001,1035,0.04,0.079,0.508,0.305,TIE,79934389
5,South to Northeast,Shopping spree at Ozas while Ukmerges g. has construction,True,11.13,29.89,1716,1871,1364,1287,0.031,0.087,0.457,0.312,GNN,79962389
5,Ring road W to E,Shopping spree at Ozas while Ukmerges g. has construction,True,16.35,25.21,1920,1105,1115,1876,0.061,0.123,0.509,0.204,TRAFFIC,80054389
5,Grigiskes to Verkiai,Shopping spree at Ozas while Ukmerges g. has construction,True,24.31,33.14,1923,2054,1842,1855,0.051,0.073,0.472,0.33,GNN,79966789
5,Salininkai to Seskine,Shopping spree at Ozas while Ukmerges g. has construction,True,9.3,17.19,1079,984,839,741,0.044,0.078,0.491,0.224,GNN,79909389
5,Old Town loop,Vingis park concert congestions + road closure,True,1.53,5.51,333,328,328,328,0.025,0.081,0.461,0.077,TIE,79979634
5,Gediminas Ave,Vingis park concert congestions + road closure,True,1.08,4.05,237,249,237,234,0.023,0.066,0.458,0.103,GNN,79967634
5,Station to centre,Vingis park concert congestions + road closure,True,1.69,7.55,453,453,453,421,0.028,0.065,0.487,0.082,TIE,79962834
5,Uzupis internal,Vingis park concert congestions + road closure,True,2.14,6.13,368,368,368,368,0.028,0.085,0.488,0.065,TIE,79990834
5,Zirmunai to Naujamiestis,Vingis park concert congestions + road closure,True,5.68,17.28,1053,1021,895,1091,0.044,0.213,0.516,0.412,GNN,79985734
5,Antakalnis to centre,Vingis park concert congestions + road closure,True,3.93,10.59,673,598,693,756,0.035,0.09,0.515,0.242,TRAFFIC,79995134
5,Seskine to Old Town,Vingis park concert congestions + road closure,True,6.05,14.09,759,932,741,779,0.028,0.079,0.548,0.333,GNN,80005634
5,Karoliniskes to Uzupis,Vingis park concert congestions + road closure,True,7.56,18.58,1114,1116,1051,1161,0.029,0.077,0.658,0.297,GNN,79992434
5,Justiniskes to centre,Vingis park concert congestions + road closure,True,6.61,13.22,785,801,807,808,0.028,0.074,0.459,0.286,TRAFFIC,80007734
5,Fabijoniskes to river,Vingis park concert congestions + road closure,True,6.13,11.88,669,757,669,1039,0.026,0.067,0.543,0.292,GNN,80023834
5,West to East,Vingis park concert congestions + road closure,True,13.05,27.24,1523,1746,1656,1707,0.038,0.079,0.455,0.309,GNN,80051834
5,North to South,Vingis park concert congestions + road closure,True,11.58,17.51,1221,880,950,1107,0.038,0.099,0.552,0.293,TRAFFIC,80026834
5,Pilaite to Pasilaiciai,Vingis park concert congestions + road closure,True,9.88,16.09,929,1002,929,1108,0.033,0.078,0.48,0.315,GNN,79991834
5,Lazdynai to Antakalnis,Vingis park concert congestions + road closure,True,10.11,20.92,1404,1106,1068,1220,0.029,0.081,0.559,0.314,GNN,80007034
5,Pilaite to Fabijoniskes,Vingis park concert congestions + road closure,True,10.76,18.18,1030,1151,1074,1209,0.029,0.081,0.485,0.311,GNN,79996834
5,Lazdynai to Jeruzale,Vingis park concert congestions + road closure,True,9.79,16.17,1078,862,1001,1035,0.029,0.093,0.498,0.311,TRAFFIC,79936834
5,South to Northeast,Vingis park concert congestions + road closure,True,11.13,26.34,1716,1445,1364,1287,0.049,0.103,0.483,0.182,GNN,79964834
5,Ring road W to E,Vingis park concert congestions + road closure,True,16.35,25.21,1920,1105,1115,1876,0.038,0.089,0.45,0.318,TRAFFIC,80056834
5,Grigiskes to Verkiai,Vingis park concert congestions + road closure,True,24.31,30.49,1923,1736,1835,1855,0.046,0.088,0.567,0.313,TRAFFIC,79969234
5,Salininkai to Seskine,Vingis park concert congestions + road closure,True,9.3,18.19,1079,1104,1104,741,0.029,0.072,0.516,0.283,TIE,79911834
0,Old Town loop,Normal traffic,False,1.53,5.51,333,328,333,328,0.025,0.195,0.617,0.08,TRAFFIC,79977119
0,Gediminas Ave,Normal traffic,False,1.08,3.92,237,234,237,234,0.023,0.075,0.439,0.074,TRAFFIC,79965119
0,Station to centre,Normal traffic,False,1.69,7.55,453,453,453,421,0.023,0.081,0.526,0.156,TIE,79960319
0,Uzupis internal,Normal traffic,False,2.14,6.13,368,368,368,368,0.026,0.069,0.44,0.071,TIE,79988319
0,Zirmunai to Naujamiestis,Normal traffic,False,5.68,17.58,1053,1057,1058,1091,0.03,0.079,0.508,0.36,TIE,79983219
0,Antakalnis to centre,Normal traffic,False,3.93,11.04,673,652,673,756,0.026,0.085,0.486,0.243,TRAFFIC,79992619
0,Seskine to Old Town,Normal traffic,False,6.05,12.82,759,780,741,779,0.034,0.165,0.438,0.347,GNN,80003119
0,Karoliniskes to Uzupis,Normal traffic,False,7.56,18.58,1114,1116,1059,1161,0.031,0.066,0.542,0.292,GNN,79989919
0,Justiniskes to centre,Normal traffic,False,6.61,13.22,785,801,807,808,0.036,0.171,0.475,0.453,TRAFFIC,80005219
0,Fabijoniskes to river,Normal traffic,False,6.13,11.88,669,757,669,1039,0.036,0.067,0.356,0.292,GNN,80021319
0,West to East,Normal traffic,False,13.05,25.66,1523,1556,1523,1707,0.032,0.154,0.495,0.392,GNN,80049319
0,North to South,Normal traffic,False,11.58,20.35,1221,1221,1221,1107,0.041,0.072,0.545,0.303,TIE,80024319
0,Pilaite to Pasilaiciai,Normal traffic,False,9.88,16.09,929,1002,929,1108,0.03,0.068,0.548,0.287,GNN,79989319
0,Lazdynai to Antakalnis,Normal traffic,False,10.11,21.0,1404,1116,1079,1220,0.03,0.064,0.508,0.304,GNN,80004519
0,Pilaite to Fabijoniskes,Normal traffic,False,10.76,17.64,1030,1087,1085,1209,0.038,0.065,0.498,0.304,GNN,79994319
0,Lazdynai to Jeruzale,Normal traffic,False,9.79,15.97,1078,838,1001,1035,0.028,0.065,0.485,0.298,TRAFFIC,79934319
0,South to Northeast,Normal traffic,False,11.13,26.48,1716,1461,1461,1287,0.03,0.071,0.545,0.298,TIE,79962319
0,Ring road W to E,Normal traffic,False,16.35,25.21,1920,1105,1115,1876,0.038,0.16,0.528,0.421,TRAFFIC,80054319
0,Grigiskes to Verkiai,Normal traffic,False,24.31,30.49,1923,1736,1835,1855,0.048,0.081,0.564,0.301,TRAFFIC,79966719
0,Salininkai to Seskine,Normal traffic,False,9.3,18.19,1079,1104,1022,741,0.027,0.094,0.487,0.28,GNN,79909319
0,Old Town loop,all bridges old town destroyed_optimistic,True,1.53,5.51,333,328,333,328,0.04,0.066,0.471,0.088,TRAFFIC,79975287
0,Gediminas Ave,all bridges old town destroyed_optimistic,True,1.08,3.92,237,234,237,234,0.024,0.073,0.454,0.089,TRAFFIC,79963287
0,Station to centre,all bridges old town destroyed_optimistic,True,1.69,7.55,453,453,453,421,0.026,0.086,0.531,0.123,TIE,79958487
0,Uzupis internal,all bridges old town destroyed_optimistic,True,2.14,6.13,368,368,368,368,0.025,0.076,0.574,0.085,TIE,79986487
0,Zirmunai to Naujamiestis,all bridges old town destroyed_optimistic,True,7.05,17.54,1095,1010,1095,1335,0.033,0.073,0.546,0.186,TRAFFIC,79981387
0,Antakalnis to centre,all bridges old town destroyed_optimistic,True,6.43,17.25,1045,1025,1045,1350,0.025,0.075,0.516,0.155,TRAFFIC,79990787
0,Seskine to Old Town,all bridges old town destroyed_optimistic,True,6.73,14.87,892,892,892,1010,0.027,0.065,0.508,0.292,TIE,80001287
0,Karoliniskes to Uzupis,all bridges old town destroyed_optimistic,True,7.84,19.78,1161,1213,1161,1165,0.028,0.081,0.482,0.287,GNN,79988087
0,Justiniskes to centre,all bridges old town destroyed_optimistic,True,7.18,15.0,887,913,897,898,0.028,0.076,0.504,0.287,GNN,80003387
0,Fabijoniskes to river,all bridges old town destroyed_optimistic,True,6.13,11.88,669,757,669,1039,0.027,0.075,0.517,0.294,GNN,80019487
0,West to East,all bridges old town destroyed_optimistic,True,13.05,25.66,1523,1556,1523,1707,0.031,0.073,0.464,0.31,GNN,80047487
0,North to South,all bridges old town destroyed_optimistic,True,11.93,22.92,1375,1375,1375,1500,0.032,0.073,0.441,0.181,TIE,80022487
0,Pilaite to Pasilaiciai,all bridges old town destroyed_optimistic,True,9.88,16.09,929,1002,929,1108,0.029,0.072,0.476,0.293,GNN,79987487
0,Lazdynai to Antakalnis,all bridges old town destroyed_optimistic,True,10.3,18.6,1116,1116,1079,1031,0.031,0.09,0.457,0.298,GNN,80002687
0,Pilaite to Fabijoniskes,all bridges old town destroyed_optimistic,True,10.76,17.64,1030,1087,1085,1209,0.029,0.082,0.488,0.294,GNN,79992487
0,Lazdynai to Jeruzale,all bridges old town destroyed_optimistic,True,9.79,17.32,1078,1001,1001,1035,0.039,0.068,0.469,0.286,TIE,79932487
0,South to Northeast,all bridges old town destroyed_optimistic,True,11.29,25.98,1657,1461,1461,1287,0.03,0.079,0.444,0.307,TIE,79960487
0,Ring road W to E,all bridges old town destroyed_optimistic,True,16.39,18.45,1109,1105,1115,1115,0.034,0.078,0.437,0.311,TRAFFIC,80052487
0,Grigiskes to Verkiai,all bridges old town destroyed_optimistic,True,26.28,42.2,2530,2534,2408,2402,0.035,0.084,0.549,0.322,GNN,79964887
0,Salininkai to Seskine,all bridges old town destroyed_optimistic,True,10.27,20.35,1221,1221,1221,1118,0.037,0.069,0.511,0.284,TIE,79907487
0,Old Town loop,Car crashes in Lazdynai,True,1.53,5.51,333,328,333,328,0.024,0.065,0.489,0.094,TRAFFIC,79980160
0,Gediminas Ave,Car crashes in Lazdynai,True,1.08,3.92,237,234,237,234,0.024,0.068,0.466,0.099,TRAFFIC,79968160
0,Station to centre,Car crashes in Lazdynai,True,1.69,7.55,453,453,453,421,0.029,0.077,0.474,0.093,TIE,79963360
0,Uzupis internal,Car crashes in Lazdynai,True,2.14,6.13,368,368,368,368,0.025,0.067,0.464,0.084,TIE,79991360
0,Zirmunai to Naujamiestis,Car crashes in Lazdynai,True,5.68,17.58,1053,1057,1058,1091,0.027,0.167,0.512,0.401,TIE,79986260
0,Antakalnis to centre,Car crashes in Lazdynai,True,3.93,11.04,673,652,673,756,0.027,0.067,0.512,0.231,TRAFFIC,79995660
0,Seskine to Old Town,Car crashes in Lazdynai,True,6.05,12.82,759,780,741,779,0.029,0.073,0.51,0.283,GNN,80006160
0,Karoliniskes to Uzupis,Car crashes in Lazdynai,True,7.56,18.58,1114,1116,1059,1161,0.047,0.068,0.519,0.292,GNN,79992960
0,Justiniskes to centre,Car crashes in Lazdynai,True,6.61,13.22,785,801,807,808,0.028,0.067,0.519,0.282,TRAFFIC,80008260
0,Fabijoniskes to river,Car crashes in Lazdynai,True,6.13,11.88,669,757,669,1039,0.028,0.071,0.476,0.295,GNN,80024360
0,West to East,Car crashes in Lazdynai,True,13.05,25.66,1523,1556,1523,1707,0.033,0.071,0.477,0.314,GNN,80052360
0,North to South,Car crashes in Lazdynai,True,11.58,20.35,1221,1221,1221,1107,0.031,0.074,0.54,0.318,TIE,80027360
0,Pilaite to Pasilaiciai,Car crashes in Lazdynai,True,9.88,16.09,929,1002,929,1108,0.033,0.094,0.494,0.288,GNN,79992360
0,Lazdynai to Antakalnis,Car crashes in Lazdynai,True,10.11,21.0,1404,1116,1079,1220,0.028,0.102,0.451,0.299,GNN,80007560
0,Pilaite to Fabijoniskes,Car crashes in Lazdynai,True,10.76,17.64,1030,1087,1085,1209,0.048,0.066,0.514,0.323,GNN,79997360
0,Lazdynai to Jeruzale,Car crashes in Lazdynai,True,9.79,15.97,1078,838,1001,1035,0.047,0.068,0.492,0.297,TRAFFIC,79937360
0,South to Northeast,Car crashes in Lazdynai,True,11.13,26.48,1716,1461,1461,1287,0.038,0.074,0.47,0.337,TIE,79965360
0,Ring road W to E,Car crashes in Lazdynai,True,16.35,25.21,1920,1105,1115,1876,0.04,0.071,0.49,0.248,TRAFFIC,80057360
0,Grigiskes to Verkiai,Car crashes in Lazdynai,True,24.31,30.49,1923,1736,1835,1855,0.033,0.074,0.432,0.36,TRAFFIC,79969760
0,Salininkai to Seskine,Car crashes in Lazdynai,True,9.3,18.19,1079,1104,1022,741,0.028,0.103,0.488,0.283,GNN,79912360
0,Old Town loop,Protest at seimas Closure on Gedimino pr.,True,1.53,5.51,333,328,333,328,0.024,0.069,0.555,0.092,TRAFFIC,79979718
0,Station to centre,Protest at seimas Closure on Gedimino pr.,True,1.69,7.55,453,453,453,421,0.024,0.064,0.643,0.143,TIE,79962918
0,Uzupis internal,Protest at seimas Closure on Gedimino pr.,True,2.14,6.13,368,368,368,368,0.046,0.065,0.455,0.069,TIE,79990918
0,Zirmunai to Naujamiestis,Protest at seimas Closure on Gedimino pr.,True,5.68,17.58,1053,1057,1058,1091,0.028,0.071,0.444,0.308,TIE,79985818
0,Antakalnis to centre,Protest at seimas Closure on Gedimino pr.,True,3.93,11.04,673,652,673,756,0.023,0.062,0.464,0.146,TRAFFIC,79995218
0,Seskine to Old Town,Protest at seimas Closure on Gedimino pr.,True,6.65,15.87,952,952,974,939,0.031,0.071,0.46,0.325,TRAFFIC,80005718
0,Karoliniskes to Uzupis,Protest at seimas Closure on Gedimino pr.,True,8.49,20.62,1361,1114,1068,1484,0.027,0.072,0.56,0.287,GNN,79992518
0,Justiniskes to centre,Protest at seimas Closure on Gedimino pr.,True,6.61,13.22,785,801,807,808,0.026,0.064,0.488,0.16,TRAFFIC,80007818
0,Fabijoniskes to river,Protest at seimas Closure on Gedimino pr.,True,6.13,11.88,669,757,669,1039,0.026,0.072,0.47,0.292,GNN,80023918
0,West to East,Protest at seimas Closure on Gedimino pr.,True,13.05,25.66,1523,1556,1523,1707,0.031,0.084,0.582,0.312,GNN,80051918
0,North to South,Protest at seimas Closure on Gedimino pr.,True,11.58,20.35,1221,1221,1221,1107,0.03,0.081,0.428,0.347,TIE,80026918
0,Pilaite to Pasilaiciai,Protest at seimas Closure on Gedimino pr.,True,9.88,16.09,929,1002,929,1108,0.041,0.067,0.485,0.298,GNN,79991918
0,Lazdynai to Antakalnis,Protest at seimas Closure on Gedimino pr.,True,10.3,18.6,1116,1116,1079,1031,0.031,0.068,0.51,0.183,GNN,80007118
0,Pilaite to Fabijoniskes,Protest at seimas Closure on Gedimino pr.,True,10.76,17.64,1030,1087,1085,1209,0.042,0.116,0.441,0.29,GNN,79996918
0,Lazdynai to Jeruzale,Protest at seimas Closure on Gedimino pr.,True,9.79,15.97,1078,838,1001,1035,0.031,0.067,0.497,0.298,TRAFFIC,79936918
0,South to Northeast,Protest at seimas Closure on Gedimino pr.,True,11.29,25.98,1657,1461,1461,1287,0.042,0.076,0.452,0.331,TIE,79964918
0,Ring road W to E,Protest at seimas Closure on Gedimino pr.,True,16.39,18.45,1109,1105,1115,1115,0.037,0.08,0.474,0.305,TRAFFIC,80056918
0,Grigiskes to Verkiai,Protest at seimas Closure on Gedimino pr.,True,24.31,30.49,1923,1736,1835,1855,0.038,0.077,0.456,0.215,TRAFFIC,79969318
0,Salininkai to Seskine,Protest at seimas Closure on Gedimino pr.,True,9.3,18.19,1079,1104,1022,741,0.047,0.079,0.443,0.287,GNN,79911918
0,Old Town loop,Shopping spree at Ozas while Ukmerges g. has construction,True,1.53,5.51,333,328,333,328,0.034,0.078,0.43,0.094,TRAFFIC,79976689
0,Gediminas Ave,Shopping spree at Ozas while Ukmerges g. has construction,True,1.08,3.92,237,234,237,234,0.024,0.063,0.461,0.088,TRAFFIC,79964689
0,Station to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,1.69,7.55,453,453,453,421,0.026,0.077,0.59,0.095,TIE,79959889
0,Uzupis internal,Shopping spree at Ozas while Ukmerges g. has construction,True,2.14,6.13,368,368,368,368,0.025,0.07,0.462,0.088,TIE,79987889
0,Zirmunai to Naujamiestis,Shopping spree at Ozas while Ukmerges g. has construction,True,5.68,17.58,1053,1057,1058,1091,0.031,0.168,0.487,0.412,TIE,79982789
0,Antakalnis to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,3.93,11.04,673,652,673,756,0.027,0.066,0.621,0.278,TRAFFIC,79992189
0,Seskine to Old Town,Shopping spree at Ozas while Ukmerges g. has construction,True,6.05,12.82,759,780,741,779,0.026,0.066,0.499,0.287,GNN,80002689
0,Karoliniskes to Uzupis,Shopping spree at Ozas while Ukmerges g. has construction,True,7.56,18.58,1114,1116,1059,1161,0.053,0.07,0.43,0.289,GNN,79989489
0,Justiniskes to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,6.61,13.22,785,801,807,808,0.028,0.069,0.481,0.193,TRAFFIC,80004789
0,Fabijoniskes to river,Shopping spree at Ozas while Ukmerges g. has construction,True,6.13,11.88,669,757,669,1039,0.027,0.064,0.441,0.288,GNN,80020889
0,West to East,Shopping spree at Ozas while Ukmerges g. has construction,True,13.05,25.66,1523,1556,1523,1707,0.031,0.071,0.445,0.298,GNN,80048889
0,North to South,Shopping spree at Ozas while Ukmerges g. has construction,True,11.58,20.35,1221,1221,1221,1107,0.032,0.068,0.455,0.309,TIE,80023889
0,Pilaite to Pasilaiciai,Shopping spree at Ozas while Ukmerges g. has construction,True,9.88,16.09,929,1002,929,1108,0.029,0.068,0.447,0.301,GNN,79988889
0,Lazdynai to Antakalnis,Shopping spree at Ozas while Ukmerges g. has construction,True,10.11,21.0,1404,1116,1079,1220,0.029,0.07,0.463,0.294,GNN,80004089
0,Pilaite to Fabijoniskes,Shopping spree at Ozas while Ukmerges g. has construction,True,10.76,17.64,1030,1087,1085,1209,0.032,0.072,0.461,0.298,GNN,79993889
0,Lazdynai to Jeruzale,Shopping spree at Ozas while Ukmerges g. has construction,True,9.79,15.97,1078,838,1001,1035,0.03,0.068,0.5,0.301,TRAFFIC,79933889
0,South to Northeast,Shopping spree at Ozas while Ukmerges g. has construction,True,11.13,26.48,1716,1461,1461,1287,0.042,0.081,0.628,0.306,TIE,79961889
0,Ring road W to E,Shopping spree at Ozas while Ukmerges g. has construction,True,16.35,25.21,1920,1105,1115,1876,0.066,0.074,0.434,0.325,TRAFFIC,80053889
0,Grigiskes to Verkiai,Shopping spree at Ozas while Ukmerges g. has construction,True,24.31,30.49,1923,1736,1835,1855,0.036,0.073,0.445,0.315,TRAFFIC,79966289
0,Salininkai to Seskine,Shopping spree at Ozas while Ukmerges g. has construction,True,9.3,18.19,1079,1104,1022,741,0.03,0.066,0.434,0.297,GNN,79908889
0,Old Town loop,Vingis park concert congestions + road closure,True,1.53,5.51,333,328,333,328,0.025,0.068,0.616,0.094,TRAFFIC,79979134
0,Gediminas Ave,Vingis park concert congestions + road closure,True,1.08,3.92,237,234,237,234,0.037,0.094,0.533,0.088,TRAFFIC,79967134
0,Station to centre,Vingis park concert congestions + road closure,True,1.69,7.55,453,453,453,421,0.051,0.076,0.837,0.15,TIE,79962334
0,Uzupis internal,Vingis park concert congestions + road closure,True,2.14,6.13,368,368,368,368,0.033,0.194,0.545,0.101,TIE,79990334
0,Zirmunai to Naujamiestis,Vingis park concert congestions + road closure,True,5.68,17.58,1053,1057,1058,1091,0.091,0.069,0.446,0.339,TIE,79985234
0,Antakalnis to centre,Vingis park concert congestions + road closure,True,3.93,11.04,673,652,673,756,0.027,0.069,0.505,0.244,TRAFFIC,79994634
0,Seskine to Old Town,Vingis park concert congestions + road closure,True,6.05,12.82,759,780,741,779,0.028,0.068,0.523,0.238,GNN,80005134
0,Karoliniskes to Uzupis,Vingis park concert congestions + road closure,True,7.56,18.58,1114,1116,1059,1161,0.029,0.072,0.461,0.29,GNN,79991934
